filepath,mos,condition,db
./data/mls/12865_13396_000001.wav,4.5,librivox,ground_truth
./data/vits/vits_7028-0004.wav,3.0,synthesized,vits
./data/vits/vits_2959-0025.wav,3.0,synthesized,vits
./data/vits/vits_4778-0004.wav,5.0,synthesized,vits
./data/vits/vits_5677-0018.wav,3.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-RC-0003.wav,3.5,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-LI-0015.wav,4.5,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-LU-0020.wav,2.0,synthesized,taco2hifigan
./data/vits/vits_9217-0028.wav,2.5,synthesized,vits
./data/mls/2959_2564_000003.wav,5.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-FN-0001.wav,5.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-DR-0025.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_12865-0015.wav,3.0,synthesized,vits
./data/vits/vits_3814-0021.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-PE-0022.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_10670-0002.wav,4.0,synthesized,vits
./data/taco2waveglow/msc_d_tunner_taco2waveglow_1_6.wav,3.5,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-MA-0001.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-FN-0011.wav,4.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-DR-0019.wav,3.0,synthesized,taco2waveglow
./data/vits/vits_5068-0004.wav,3.5,synthesized,vits
./data/vits/vits_4783-0013.wav,2.0,synthesized,vits
./data/mls/4367_3648_000010.wav,5.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-GM-0013.wav,1.3333333333333333,synthesized,taco2griffinlim
./data/vits/vits_3369-0001.wav,4.0,synthesized,vits
./data/vits/vits_8680-0002.wav,2.0,synthesized,vits
./data/vits/vits_10670-0006.wav,3.0,synthesized,vits
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0029.wav,4.8,profissional,ground_truth
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_isaura_1310.wav,4.75,profissional,ground_truth
./data/mls/5888_4811_000005.wav,2.5,librivox,ground_truth
./data/vits/vits_3976-0021.wav,3.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-MA-0004.wav,2.0,synthesized,taco2hifigan
./data/vits/vits_6700-0014.wav,5.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-DI-0014.wav,5.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-PE-0029.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_6581-0003.wav,4.0,synthesized,vits
./data/vits/vits_9217-0000.wav,2.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-LI-0013.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_4801-0019.wav,2.0,synthesized,vits
./data/ground_truth/ground_truth_lu_onu_2009-0003.wav,4.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-PE-0011.wav,4.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-BZ-0019.wav,2.333333333333333,synthesized,taco2hifigan
./data/ground_truth/ground_truth_lu_onu_2009-0008.wav,5.0,profissional,ground_truth
./data/mls/10107_6390_000005.wav,3.333333333333333,librivox,ground_truth
./data/vits/vits_12249-0025.wav,3.0,synthesized,vits
./data/mls/2961_2564_000004.wav,3.0,librivox,ground_truth
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0004.wav,2.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-LU-0005.wav,4.0,synthesized,taco2waveglow
./data/ground_truth/ground_truth_lu_onu_2009-0019.wav,3.5,profissional,ground_truth
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_2.wav,4.25,synthesized,taco_gst2waveglow
./data/mls/5705_4744_000017.wav,3.0,librivox,ground_truth
./data/vits/vits_5888-0019.wav,2.0,synthesized,vits
./data/mls/5888_4811_000011.wav,4.0,librivox,ground_truth
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0001.wav,2.0,noisy,taco2hifigan
./data/ground_truth/GS1-0019.wav,3.6666666666666665,profissional,ground_truth
./data/mls/9351_6390_000007.wav,5.0,librivox,ground_truth
./data/mls/3427_2564_000000.wav,3.0,librivox,ground_truth
./data/vits/vits_10107-0013.wav,4.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-PE-0000.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_8680-0025.wav,1.0,synthesized,vits
./data/mls/5705_4744_000010.wav,5.0,librivox,ground_truth
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0011.wav,4.5,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-DI-0029.wav,4.0,synthesized,taco2hifigan
./data/mls/2961_2564_000019.wav,4.5,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-FN-0017.wav,4.333333333333333,synthesized,taco2hifigan
./data/mls/2961_2564_000001.wav,5.0,librivox,ground_truth
./data/vits/vits_4783-0014.wav,2.0,synthesized,vits
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0011.wav,1.0,noisy,taco2hifigan
./data/vits/vits_8680-0008.wav,2.6666666666666665,synthesized,vits
./data/taco2hifigan/taco2hifigan-GM-0022.wav,5.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-BZ-0005.wav,2.5,synthesized,taco2waveglow
./data/taco2waveglow/taco2waveglow-DR-0009.wav,5.0,synthesized,taco2waveglow
./data/vits/vits_5888-0002.wav,2.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-FN-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-GS-0004.wav,4.666666666666667,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-BZ-0012.wav,4.0,synthesized,taco2waveglow
./data/mls/3369_2564_000001.wav,5.0,librivox,ground_truth
./data/mls/7028_5323_000009.wav,5.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-FN-0009.wav,1.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-GM-0001.wav,4.5,synthesized,taco2waveglow
./data/vits/vits_2961-0024.wav,1.0,synthesized,vits
./data/vits/vits_5068-0010.wav,4.0,synthesized,vits
./data/ground_truth/ground_truth_pe_isaura_f-0065.wav,5.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-GS-0026.wav,4.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-FN-0008.wav,5.0,synthesized,taco2hifigan
./data/ground_truth/ground_truth_lu_onu_2009-0013.wav,3.0,profissional,ground_truth
./data/vits/vits_2961-0015.wav,3.5,synthesized,vits
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0022.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-MA-0004.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_9217-0020.wav,2.333333333333333,synthesized,vits
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0017.wav,4.0,noisy,taco2hifigan
./data/vits/vits_9351-0005.wav,3.333333333333333,synthesized,vits
./data/taco2waveglow/taco2waveglow-GM-0009.wav,4.666666666666667,synthesized,taco2waveglow
./data/mls/12249_8708_000013.wav,5.0,librivox,ground_truth
./data/mls/5103_3962_000002.wav,4.5,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-MA-0009.wav,1.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0027.wav,1.0,noisy,taco2hifigan
./data/taco2hifigan/taco2hifigan-LN-0025.wav,1.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-LU-0008.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_6700-0020.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-BZ-0011.wav,2.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0015.wav,1.0,noisy,taco2hifigan
./data/mls/5677_4744_000019.wav,5.0,librivox,ground_truth
./data/mls/12865_13396_000009.wav,4.666666666666667,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-PE-0016.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_12865-0024.wav,4.0,synthesized,vits
./data/mls/7028_5323_000019.wav,4.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-DR-0022.wav,4.0,synthesized,taco2waveglow
./data/mls/10107_6390_000009.wav,5.0,librivox,ground_truth
./data/vits/vits_10199-0009.wav,3.5,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DR-0015.wav,4.0,synthesized,taco2griffinlim
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_6.wav,3.8125,synthesized,taco_gst2waveglow
./data/vits/vits_9217-0014.wav,4.0,synthesized,vits
./data/vits/vits_6601-0018.wav,2.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-PE-0004.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_3976-0007.wav,2.0,synthesized,vits
./data/mls/4778_3962_000003.wav,4.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-FN-0019.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-MA-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_1_4.wav,5.0,synthesized,taco_gst2waveglow
./data/taco2hifigan/taco2hifigan-PE-0005.wav,2.5,synthesized,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0028.wav,1.5,noisy,taco2hifigan
./data/vits/vits_9351-0004.wav,2.6666666666666665,synthesized,vits
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0019.wav,2.0,noisy,taco2hifigan
./data/mls/9351_6390_000015.wav,5.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-GS-0002.wav,5.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-DI-0004.wav,5.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-LI-0023.wav,3.0,synthesized,taco2waveglow
./data/vits/vits_9351-0025.wav,2.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-GM-0019.wav,5.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0020.wav,1.0,noisy,taco2hifigan
./data/vits/vits_8680-0028.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0027.wav,4.0,synthesized,taco2waveglow
./data/mls/4367_3648_000003.wav,5.0,librivox,ground_truth
./data/vits/vits_6601-0023.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-GM-0015.wav,4.5,synthesized,taco2waveglow
./data/vits/vits_4801-0010.wav,4.0,synthesized,vits
./data/vits/vits_3814-0001.wav,1.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-GM-0028.wav,5.0,synthesized,taco2hifigan
./data/ground_truth/ground_truth_lu_onu_2009-0018.wav,5.0,profissional,ground_truth
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0022.wav,1.0,noisy,taco2hifigan
./data/vits/vits_10107-0002.wav,4.0,synthesized,vits
./data/ground_truth/dataset_oficial_copel-0592.wav,4.75,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-RC-0013.wav,4.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-LU-0007.wav,4.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-DR-0026.wav,4.333333333333333,synthesized,taco2waveglow
./data/vits/vits_9217-0004.wav,3.5,synthesized,vits
./data/vits/vits_10107-0022.wav,4.0,synthesized,vits
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0014.wav,1.0,noisy,taco2hifigan
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_17.wav,4.133333333333334,synthesized,taco_gst2waveglow
./data/vits/vits_8680-0016.wav,3.0,synthesized,vits
./data/vits/vits_4783-0021.wav,4.0,synthesized,vits
./data/vits/vits_6700-0016.wav,5.0,synthesized,vits
./data/mls/6601_5323_000010.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0025.wav,1.5,noisy,taco2hifigan
./data/vits/vits_3427-0000.wav,5.0,synthesized,vits
./data/vits/vits_6601-0017.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DR-0024.wav,5.0,synthesized,taco2griffinlim
./data/taco2waveglow/taco2waveglow-DR-0005.wav,3.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-FN-0013.wav,2.0,synthesized,taco2griffinlim
./data/mls/6207_5270_000015.wav,4.333333333333333,librivox,ground_truth
./data/mls/8680_6390_000010.wav,3.75,librivox,ground_truth
./data/mls/10199_6390_000018.wav,5.0,librivox,ground_truth
./data/vits/vits_5025-0022.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-PE-0018.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0029.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0023.wav,1.5,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-DI-0023.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-LN-0002.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-BZ-0023.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_5705-0018.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LN-0008.wav,2.0,synthesized,taco2griffinlim
./data/mls/6207_5270_000008.wav,5.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-DR-0006.wav,3.0,synthesized,taco2waveglow
./data/mls/9485_6390_000004.wav,5.0,librivox,ground_truth
./data/mls/10670_10668_000000.wav,5.0,librivox,ground_truth
./data/vits/vits_5068-0005.wav,2.5,synthesized,vits
./data/taco2waveglow/taco2waveglow-BZ-0004.wav,1.0,synthesized,taco2waveglow
./data/vits/vits_5068-0013.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DI-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0020.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_4778-0003.wav,2.0,synthesized,vits
./data/vits/vits_4778-0018.wav,4.0,synthesized,vits
./data/taco2waveglow/msc_d_tunner_taco2waveglow_1_3.wav,3.75,synthesized,taco2waveglow
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0013.wav,1.0,noisy,taco2hifigan
./data/mls/7028_5323_000012.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0006.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0001.wav,2.5,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-BZ-0029.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_2959-0009.wav,1.0,synthesized,vits
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0023.wav,1.0,noisy,taco2hifigan
./data/vits/vits_9485-0012.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LN-0029.wav,1.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0004.wav,2.0,noisy,taco2hifigan
./data/vits/vits_4801-0024.wav,3.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-FN-0026.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_5025-0003.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0021.wav,2.5,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-PE-0015.wav,3.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-LN-0012.wav,1.0,synthesized,taco2griffinlim
./data/ground_truth/dataset_oficial_copel-0611.wav,5.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-DI-0021.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_5025-0000.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-MA-0023.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0001.wav,2.0,synthesized,taco2griffinlim
./data/mls/6700_5323_000000.wav,5.0,librivox,ground_truth
./data/mls/10199_6390_000014.wav,3.333333333333333,librivox,ground_truth
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0018.wav,2.5,profissional,ground_truth
./data/taco2waveglow/taco2waveglow-LI-0006.wav,3.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-IR-0029.wav,2.0,synthesized,taco2hifigan
./data/vits/vits_10670-0025.wav,4.0,synthesized,vits
./data/vits/vits_2959-0000.wav,3.0,synthesized,vits
./data/mls/6601_5323_000015.wav,3.0,librivox,ground_truth
./data/vits/vits_6207-0008.wav,3.5,synthesized,vits
./data/mls/5705_4744_000001.wav,4.25,librivox,ground_truth
./data/vits/vits_6207-0024.wav,2.5,synthesized,vits
./data/taco2waveglow/taco2waveglow-GS-0022.wav,4.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-LN-0000.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0017.wav,2.0,synthesized,taco2griffinlim
./data/taco2waveglow/taco2waveglow-BZ-0025.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_9351-0011.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GM-0005.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0015.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-RC-0008.wav,3.0,synthesized,taco2griffinlim
./data/mls/9351_6390_000013.wav,4.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-LI-0003.wav,2.5,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0013.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0015.wav,2.0,noisy,taco2hifigan
./data/vits/vits_9217-0027.wav,4.5,synthesized,vits
./data/mls/5888_4811_000003.wav,3.5,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-DI-0003.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_9485-0008.wav,2.0,synthesized,vits
./data/vits/vits_5103-0016.wav,3.0,synthesized,vits
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0002.wav,5.0,profissional,ground_truth
./data/vits/vits_6700-0015.wav,3.0,synthesized,vits
./data/mls/4783_3962_000003.wav,3.0,librivox,ground_truth
./data/vits/vits_6207-0009.wav,5.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-DR-0021.wav,5.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0010.wav,3.0,noisy,taco2hifigan
./data/vits/vits_3369-0015.wav,3.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LI-0025.wav,3.0,synthesized,taco2waveglow
./data/mls/6601_5323_000011.wav,5.0,librivox,ground_truth
./data/vits/vits_4783-0015.wav,2.75,synthesized,vits
./data/taco2hifigan/taco2hifigan-IR-0010.wav,2.75,synthesized,taco2hifigan
./data/mls/12865_13396_000016.wav,4.0,librivox,ground_truth
./data/vits/vits_10107-0020.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0028.wav,3.5,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-GS-0001.wav,4.333333333333333,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-GS-0024.wav,5.0,synthesized,taco2waveglow
./data/vits/vits_4801-0004.wav,5.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-BZ-0013.wav,2.0,synthesized,taco2griffinlim
./data/taco2waveglow/taco2waveglow-GS-0013.wav,5.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-LN-0024.wav,1.5,synthesized,taco2griffinlim
./data/mls/4367_3648_000014.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0029.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0007.wav,1.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-LU-0024.wav,3.0,synthesized,taco2waveglow
./data/vits/vits_5705-0017.wav,5.0,synthesized,vits
./data/ground_truth/dataset_oficial_copel-0603.wav,3.333333333333333,profissional,ground_truth
./data/mls/5888_4811_000009.wav,3.5,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-LI-0022.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_3814-0029.wav,3.0,synthesized,vits
./data/mls/5677_4744_000006.wav,3.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-MA-0018.wav,1.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0004.wav,3.0,noisy,taco2hifigan
./data/vits/vits_3427-0011.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-BZ-0014.wav,4.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0026.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0012.wav,2.0,noisy,taco2hifigan
./data/vits/vits_5677-0002.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-FN-0014.wav,2.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_gm_crime_pe_amaro-1057.wav,4.0,profissional,ground_truth
./data/vits/vits_5068-0026.wav,3.0,synthesized,vits
